conversation_id,from_id,from_name,from_email,message_id,message,type,inserted_at,has_phone,phone_info,is_hidden,is_removed,like_count,page_id,customer_id
conv_547,user_59,John Smith,yczBr@yahoo.com,msg_4045,Hello,INBOX,2023-11-11 00:43:00,False,[None],False,True,78,page_3,368
conv_548,user_969,Sophia Brown,ZRZlJ@gmail.com,msg_1147,Need help,INBOX,2023-10-13 06:40:00,False,[None],False,False,50,page_79,771
conv_549,user_343,Sophia Jones,gtrDQ@yahoo.com,msg_8228,Feedback,COMMENT,2023-06-16 03:29:00,False,[None],True,False,85,page_1,987
conv_550,user_21,Emily Smith,nNkOL@gmail.com,msg_7512,Inquiry,INBOX,2023-05-13 16:58:00,False,['+1234694145'],False,True,24,page_69,787
conv_551,user_759,Alice Davis,HRzLe@yahoo.com,msg_7009,Hello,RATING,2023-07-15 09:25:00,True,[None],False,True,57,page_29,35
conv_552,user_243,Jane Johnson,MAkWc@yahoo.com,msg_9158,Support request,RATING,2023-03-23 13:28:00,True,['+6204892641'],True,False,1,page_76,93
conv_553,user_170,Charlie Smith,XxoNf@outlook.com,msg_2698,Need help,COMMENT,2023-04-22 06:18:00,True,['+9073501568'],True,True,12,page_77,100
conv_554,user_331,Sophia Johnson,qHzjD@outlook.com,msg_5878,Support request,COMMENT,2023-11-22 16:21:00,False,[None],False,True,13,page_91,393
conv_555,user_856,John Smith,UzFAL@outlook.com,msg_1312,Inquiry,INBOX,2023-04-29 11:14:00,False,[None],True,False,16,page_82,974
conv_556,user_632,Emily Miller,hKnDq@outlook.com,msg_1096,Inquiry,RATING,2023-04-18 04:58:00,False,['+6435023266'],True,False,35,page_66,234
conv_557,user_738,Sophia Miller,PkHAD@outlook.com,msg_8432,Support request,INBOX,2023-07-30 02:55:00,True,[None],False,False,61,page_57,702
conv_558,user_236,Jane Williams,fehYh@outlook.com,msg_1546,Inquiry,INBOX,2023-07-25 15:00:00,False,[None],True,True,24,page_11,187
conv_559,user_878,David Brown,VCYfv@outlook.com,msg_7305,Need help,RATING,2023-04-06 03:48:00,False,[None],False,False,67,page_24,136
conv_560,user_314,Alice Davis,YkrjU@gmail.com,msg_6330,Inquiry,RATING,2023-12-02 03:15:00,True,['+7225435835'],True,False,6,page_4,197
conv_561,user_985,John Miller,NgRUY@outlook.com,msg_3987,Need help,COMMENT,2023-01-28 03:45:00,True,['+9979289632'],False,True,67,page_79,992
conv_562,user_372,David Davis,UTYGz@yahoo.com,msg_830,Support request,INBOX,2023-01-28 11:04:00,True,[None],True,True,28,page_80,895
conv_563,user_681,Alice Williams,xUkOf@gmail.com,msg_4649,Hello,RATING,2023-04-11 00:09:00,False,[None],True,True,67,page_83,713
conv_564,user_734,Jane Garcia,BrjxS@gmail.com,msg_8704,Support request,COMMENT,2023-02-17 14:13:00,False,['+3100087467'],True,False,65,page_55,90
conv_565,user_407,John Smith,SRAtW@outlook.com,msg_4495,Inquiry,COMMENT,2023-04-05 11:21:00,True,['+7039700719'],True,True,33,page_97,793
conv_566,user_176,Jane Johnson,cacfp@gmail.com,msg_5019,Inquiry,RATING,2023-02-20 09:37:00,False,['+8811716988'],False,False,75,page_64,868
conv_567,user_322,Alice Smith,erEsJ@gmail.com,msg_4252,Inquiry,RATING,2023-03-09 07:50:00,False,['+4311535042'],False,True,65,page_49,138
conv_568,user_998,Jane Miller,tOxGX@yahoo.com,msg_502,Support request,INBOX,2023-11-20 23:49:00,False,[None],True,True,62,page_74,729
conv_569,user_41,Sophia Johnson,jxjye@gmail.com,msg_6970,Feedback,RATING,2023-10-23 07:27:00,True,[None],False,False,100,page_68,96
conv_570,user_200,Jane Williams,bqKko@gmail.com,msg_8261,Hello,COMMENT,2023-08-27 20:19:00,True,[None],True,False,59,page_37,641
conv_571,user_554,Emily Smith,TwMdE@outlook.com,msg_4354,Need help,COMMENT,2023-12-29 19:27:00,False,[None],True,False,38,page_59,575
conv_572,user_706,Sophia Jones,eObEN@gmail.com,msg_5134,Inquiry,INBOX,2023-10-15 02:01:00,False,['+8884574144'],True,False,43,page_39,875
conv_573,user_54,Alice Jones,MMwha@outlook.com,msg_6942,Hello,INBOX,2023-11-24 03:02:00,True,['+9449576117'],True,True,39,page_95,105
conv_574,user_670,David Miller,tUnwj@gmail.com,msg_5650,Inquiry,INBOX,2023-08-11 18:27:00,False,['+4928905678'],True,True,39,page_89,561
conv_575,user_816,Sophia Brown,OXIOr@outlook.com,msg_7382,Feedback,COMMENT,2023-01-23 10:02:00,True,[None],False,False,15,page_51,777
conv_576,user_700,Jane Williams,mbzyl@yahoo.com,msg_3557,Support request,RATING,2023-08-08 03:43:00,False,['+8077832211'],False,True,5,page_71,77
conv_577,user_571,Emily Williams,UPjqW@outlook.com,msg_419,Need help,COMMENT,2023-03-07 05:23:00,False,[None],False,False,57,page_28,324
conv_578,user_323,Alice Johnson,xYYGz@gmail.com,msg_5612,Need help,INBOX,2023-06-10 22:35:00,True,[None],True,False,57,page_88,160
conv_579,user_103,Emily Brown,llvJH@yahoo.com,msg_8176,Hello,COMMENT,2023-05-11 08:23:00,True,[None],False,False,33,page_47,517
conv_580,user_85,David Smith,rJnAX@yahoo.com,msg_9025,Support request,COMMENT,2023-03-02 18:30:00,False,[None],False,False,5,page_80,927
conv_581,user_654,John Brown,fHHNn@gmail.com,msg_6050,Feedback,INBOX,2023-03-30 09:37:00,False,['+6847577366'],False,True,90,page_19,1000
conv_582,user_389,Alice Johnson,NDZwX@outlook.com,msg_7675,Feedback,COMMENT,2023-07-10 19:03:00,True,[None],False,False,36,page_58,40
conv_583,user_479,Emily Jones,dpJUt@yahoo.com,msg_5095,Need help,COMMENT,2023-05-05 16:51:00,True,['+3506804023'],False,True,1,page_88,285
conv_584,user_910,Jane Brown,YHnZe@outlook.com,msg_2380,Inquiry,COMMENT,2023-06-08 07:55:00,True,['+8584037242'],True,False,29,page_58,144
conv_585,user_735,Sophia Garcia,KAMFq@outlook.com,msg_7897,Inquiry,COMMENT,2023-12-31 21:21:00,True,['+6451608347'],True,True,97,page_83,807
conv_586,user_709,Charlie Garcia,pmDml@gmail.com,msg_5980,Hello,RATING,2023-04-29 15:32:00,True,['+9175948639'],True,False,10,page_61,91
conv_587,user_890,Bob Davis,KURFD@yahoo.com,msg_5749,Inquiry,COMMENT,2023-12-23 20:53:00,True,[None],True,False,76,page_82,611
conv_588,user_205,David Davis,WWZZy@outlook.com,msg_954,Need help,RATING,2023-12-19 11:51:00,True,['+4616712353'],False,True,54,page_31,312
conv_589,user_195,Emily Jones,hrZbu@yahoo.com,msg_7947,Support request,COMMENT,2023-06-23 22:37:00,False,['+9652857925'],True,False,20,page_16,16
conv_590,user_970,John Davis,ibjns@yahoo.com,msg_2519,Inquiry,COMMENT,2023-02-24 15:10:00,False,[None],False,False,66,page_58,546
conv_591,user_809,Sophia Jones,zjqKq@yahoo.com,msg_7757,Hello,RATING,2023-11-15 15:18:00,True,[None],True,False,85,page_59,790
conv_592,user_943,Jane Johnson,AmBhm@outlook.com,msg_2481,Inquiry,INBOX,2023-01-23 22:30:00,True,['+9164897301'],True,True,13,page_93,684
conv_593,user_159,Jane Williams,WePpU@gmail.com,msg_6621,Feedback,INBOX,2023-01-28 13:34:00,True,[None],False,True,40,page_65,280
conv_594,user_721,David Davis,NqVaL@gmail.com,msg_4335,Feedback,RATING,2023-08-08 11:54:00,True,['+7051593230'],True,True,99,page_45,506
conv_595,user_65,David Johnson,nCzjo@yahoo.com,msg_5709,Inquiry,COMMENT,2023-01-22 22:01:00,True,[None],True,True,79,page_82,274
conv_596,user_797,Charlie Miller,vzdKD@outlook.com,msg_5003,Feedback,RATING,2023-01-28 03:30:00,False,['+2334939637'],True,True,60,page_78,499
conv_597,user_727,John Johnson,uAFXb@yahoo.com,msg_8540,Need help,COMMENT,2023-03-03 15:20:00,True,['+8488490728'],False,False,34,page_60,160
conv_598,user_870,Emily Brown,yJMYf@outlook.com,msg_4469,Need help,INBOX,2023-05-30 18:39:00,False,[None],False,False,36,page_53,152
conv_599,user_689,Bob Williams,QxbqH@yahoo.com,msg_3366,Need help,RATING,2023-09-09 18:12:00,False,[None],False,False,96,page_58,403
conv_600,user_664,Alice Garcia,mvlQb@yahoo.com,msg_7362,Need help,RATING,2023-10-16 21:01:00,True,[None],False,True,78,page_56,805
conv_601,user_884,David Jones,ANBtV@gmail.com,msg_6763,Feedback,RATING,2023-07-23 11:42:00,True,[None],True,False,72,page_80,102
conv_602,user_646,Charlie Jones,kfDFt@gmail.com,msg_8986,Support request,INBOX,2023-06-07 20:22:00,False,[None],True,False,59,page_82,430
conv_603,user_251,Sophia Miller,PrrcO@outlook.com,msg_9417,Hello,RATING,2023-03-28 13:03:00,False,[None],True,False,25,page_97,747
conv_604,user_135,Emily Miller,NaOmj@yahoo.com,msg_864,Hello,INBOX,2023-08-30 17:11:00,True,[None],False,False,20,page_92,785
conv_605,user_521,Bob Brown,lyrLB@yahoo.com,msg_3158,Feedback,RATING,2023-05-27 01:06:00,False,['+4171651166'],False,True,55,page_67,446
conv_606,user_663,David Jones,ECnDK@yahoo.com,msg_7282,Inquiry,RATING,2023-02-21 19:44:00,False,['+6864955884'],True,False,16,page_62,994
conv_607,user_607,Jane Garcia,ZMDBF@outlook.com,msg_2188,Inquiry,COMMENT,2024-01-01 17:45:00,True,[None],False,False,6,page_42,855
conv_608,user_271,Sophia Smith,VCHxr@gmail.com,msg_4968,Hello,COMMENT,2023-10-06 16:33:00,False,['+8152288373'],True,True,60,page_2,965
conv_609,user_595,John Miller,Udzqh@gmail.com,msg_2447,Hello,INBOX,2023-05-25 05:36:00,True,['+9730163538'],False,True,9,page_2,101
conv_610,user_261,Bob Davis,UkKWe@gmail.com,msg_4667,Support request,INBOX,2023-12-16 10:26:00,True,[None],False,True,88,page_64,248
conv_611,user_199,Emily Davis,MoNaG@gmail.com,msg_8128,Feedback,INBOX,2023-01-25 02:31:00,False,['+2205345445'],True,False,70,page_1,481
conv_612,user_768,Jane Williams,IlIvL@gmail.com,msg_7330,Need help,COMMENT,2023-04-09 02:36:00,True,[None],True,False,72,page_92,773
conv_613,user_389,John Garcia,MSeKo@gmail.com,msg_1803,Support request,INBOX,2023-12-03 05:35:00,True,['+4688198596'],False,False,35,page_86,107
conv_614,user_706,Jane Miller,JiIhV@gmail.com,msg_5275,Need help,INBOX,2023-04-08 08:00:00,True,['+1182787131'],True,True,61,page_31,319
conv_615,user_210,Bob Williams,yYBCw@yahoo.com,msg_5394,Feedback,RATING,2023-08-06 04:55:00,False,[None],False,False,52,page_84,472
conv_616,user_906,Emily Johnson,imOPQ@outlook.com,msg_9631,Need help,RATING,2023-03-02 07:08:00,False,['+6594667971'],False,False,30,page_17,945
conv_617,user_551,Alice Brown,ePrHs@yahoo.com,msg_3892,Feedback,RATING,2023-02-23 01:57:00,False,[None],True,True,75,page_69,886
conv_618,user_357,David Davis,CQnzt@yahoo.com,msg_7012,Hello,RATING,2023-06-09 05:05:00,False,['+1812461849'],False,False,38,page_36,603
conv_619,user_600,Sophia Johnson,cRtjs@gmail.com,msg_4608,Need help,INBOX,2023-07-14 07:17:00,False,['+5366854690'],True,True,34,page_31,922
conv_620,user_319,John Smith,SkBOm@yahoo.com,msg_820,Support request,COMMENT,2023-01-11 09:38:00,False,['+9130108497'],False,False,76,page_85,365
conv_621,user_131,John Davis,nsmWx@outlook.com,msg_6856,Inquiry,INBOX,2023-03-17 13:57:00,False,[None],True,False,37,page_12,407
conv_622,user_815,John Brown,hBByW@yahoo.com,msg_7925,Need help,COMMENT,2023-04-22 00:40:00,True,['+2586866737'],False,True,87,page_79,72
conv_623,user_667,Alice Brown,CUsMO@gmail.com,msg_4860,Support request,RATING,2023-08-23 08:28:00,True,[None],True,False,46,page_21,356
conv_624,user_654,Bob Garcia,iTTPF@gmail.com,msg_4780,Support request,INBOX,2023-08-18 20:19:00,True,['+3476313888'],True,False,31,page_3,578
conv_625,user_300,Bob Garcia,VBwpm@yahoo.com,msg_1312,Hello,INBOX,2023-07-17 09:00:00,False,[None],True,False,42,page_70,823
conv_626,user_987,David Brown,izcxV@yahoo.com,msg_8758,Support request,COMMENT,2023-07-26 20:57:00,True,[None],False,False,84,page_82,270
conv_627,user_811,John Jones,vbdTo@yahoo.com,msg_8005,Hello,COMMENT,2023-07-25 05:12:00,True,[None],False,False,27,page_99,216
conv_628,user_115,Alice Johnson,rjzgg@gmail.com,msg_6671,Support request,COMMENT,2023-09-23 18:35:00,True,['+6295485070'],True,False,50,page_32,433
conv_629,user_988,John Williams,GiYpW@yahoo.com,msg_7783,Need help,INBOX,2023-05-27 06:24:00,True,[None],True,True,2,page_56,847
conv_630,user_648,Jane Miller,DzzoL@gmail.com,msg_4839,Support request,INBOX,2023-11-25 06:37:00,False,['+9292032079'],False,False,39,page_46,8
conv_631,user_548,Emily Jones,uFLQY@outlook.com,msg_34,Inquiry,INBOX,2023-08-09 05:23:00,True,['+5660233489'],True,False,25,page_31,595
conv_632,user_206,John Davis,Hlccb@yahoo.com,msg_7780,Inquiry,RATING,2023-12-24 22:21:00,True,[None],True,True,14,page_50,693
conv_633,user_567,Sophia Miller,DUibC@outlook.com,msg_7517,Hello,COMMENT,2023-10-30 07:35:00,False,['+1892185170'],True,True,57,page_18,666
conv_634,user_114,Emily Williams,IIHIl@outlook.com,msg_17,Hello,INBOX,2023-06-16 15:49:00,True,['+1159660772'],False,True,38,page_9,198
conv_635,user_277,Bob Garcia,CLgTX@outlook.com,msg_2198,Support request,INBOX,2023-07-22 16:56:00,True,[None],False,True,35,page_78,137
conv_636,user_219,Charlie Brown,qPWWb@yahoo.com,msg_8819,Hello,INBOX,2023-05-14 23:25:00,False,[None],True,True,53,page_79,925
conv_637,user_533,Bob Jones,WzWbX@yahoo.com,msg_2464,Inquiry,INBOX,2023-04-18 11:17:00,False,['+6321058183'],False,False,98,page_89,768
conv_638,user_258,Jane Williams,ihwKQ@yahoo.com,msg_9486,Need help,INBOX,2023-07-08 04:15:00,True,['+7594487606'],True,True,53,page_91,189
conv_639,user_500,Sophia Davis,QfbOq@yahoo.com,msg_6914,Inquiry,INBOX,2023-09-14 11:30:00,False,[None],True,False,79,page_65,236
conv_640,user_282,Bob Davis,HjfPc@yahoo.com,msg_8622,Feedback,INBOX,2023-10-29 20:04:00,True,[None],True,False,78,page_65,383
conv_641,user_4,Emily Brown,JlxyU@gmail.com,msg_9478,Hello,INBOX,2023-09-30 12:34:00,True,[None],False,True,60,page_1,718
conv_642,user_605,Emily Miller,PFUzn@outlook.com,msg_9212,Need help,COMMENT,2023-04-16 12:11:00,True,['+5256678988'],True,False,56,page_86,546
conv_643,user_745,Emily Miller,NlNKM@outlook.com,msg_8666,Inquiry,COMMENT,2023-12-31 17:09:00,True,['+9287108761'],True,False,92,page_92,415
conv_644,user_889,John Johnson,coaJn@gmail.com,msg_6138,Hello,INBOX,2023-01-19 13:42:00,False,['+7124926141'],True,True,55,page_78,320
conv_645,user_431,Emily Williams,TnFMF@yahoo.com,msg_2359,Support request,RATING,2023-02-11 20:48:00,False,[None],True,False,0,page_79,888
conv_646,user_47,Sophia Williams,jVwRf@outlook.com,msg_9222,Need help,RATING,2023-12-03 14:57:00,True,['+9098108909'],False,False,74,page_35,945
conv_647,user_102,Jane Jones,KeJCu@yahoo.com,msg_1222,Feedback,INBOX,2023-03-22 22:03:00,False,[None],True,True,83,page_27,230
conv_648,user_975,Sophia Johnson,SRJQp@gmail.com,msg_118,Hello,COMMENT,2023-08-17 04:03:00,True,[None],False,True,85,page_56,926
conv_649,user_588,Jane Johnson,ulsLx@outlook.com,msg_4140,Inquiry,RATING,2023-04-25 11:30:00,True,[None],False,False,97,page_70,943
conv_650,user_743,Alice Johnson,NFZTB@outlook.com,msg_8142,Inquiry,RATING,2024-01-01 01:18:00,False,['+7933320445'],False,False,26,page_92,445
conv_651,user_397,Sophia Miller,etsAd@outlook.com,msg_5533,Feedback,INBOX,2023-12-01 12:14:00,True,['+6010199988'],False,True,84,page_1,621
conv_652,user_422,Alice Miller,NfMyg@yahoo.com,msg_7104,Inquiry,COMMENT,2023-05-12 08:40:00,True,['+4328864693'],True,True,29,page_19,313
conv_653,user_205,David Davis,wYqFy@yahoo.com,msg_9409,Support request,INBOX,2023-02-22 06:41:00,True,['+5167669684'],True,False,22,page_91,772
conv_654,user_817,Alice Williams,jMGog@gmail.com,msg_5911,Need help,INBOX,2023-04-21 15:57:00,True,['+7655335340'],True,False,93,page_76,621
conv_655,user_126,Bob Williams,OrcuQ@outlook.com,msg_7433,Support request,COMMENT,2023-05-28 03:50:00,True,[None],True,True,35,page_5,622
conv_656,user_576,David Williams,BGrmL@gmail.com,msg_9125,Need help,INBOX,2023-04-20 00:25:00,False,['+6899578337'],False,True,38,page_72,605
conv_657,user_852,Alice Smith,lJfWo@outlook.com,msg_2836,Support request,INBOX,2023-05-15 10:52:00,False,[None],True,True,46,page_5,749
conv_658,user_245,Bob Jones,KoSQR@outlook.com,msg_3244,Hello,INBOX,2023-07-16 10:16:00,True,['+9182556532'],False,False,0,page_41,99
conv_659,user_406,Sophia Davis,yuRvq@yahoo.com,msg_8546,Inquiry,COMMENT,2023-12-07 18:48:00,True,[None],True,False,61,page_5,847
conv_660,user_295,Bob Davis,xHBie@gmail.com,msg_1255,Need help,INBOX,2023-04-15 08:51:00,False,['+8807424865'],False,False,45,page_95,8
conv_661,user_465,John Miller,ZNlcE@gmail.com,msg_9936,Inquiry,INBOX,2023-05-31 02:56:00,False,['+5659293693'],False,True,86,page_76,523
conv_662,user_265,Alice Garcia,jJyzO@gmail.com,msg_2880,Inquiry,RATING,2023-08-30 06:04:00,True,['+8884949821'],True,False,81,page_15,490
conv_663,user_760,Charlie Brown,erpGM@gmail.com,msg_4407,Need help,COMMENT,2023-07-01 22:26:00,True,[None],True,False,81,page_99,100
conv_664,user_421,Jane Garcia,OmPjs@outlook.com,msg_2955,Inquiry,RATING,2023-02-18 03:08:00,True,[None],True,True,5,page_66,621
conv_665,user_935,John Davis,efXSw@yahoo.com,msg_9040,Need help,INBOX,2023-03-20 07:48:00,True,['+7888501191'],False,False,55,page_84,730
conv_666,user_181,Charlie Johnson,jnFDm@yahoo.com,msg_513,Feedback,RATING,2023-06-24 04:51:00,False,[None],False,True,25,page_68,816
conv_667,user_127,Sophia Davis,gVVww@gmail.com,msg_310,Hello,COMMENT,2023-02-03 04:11:00,False,['+5905591114'],False,True,75,page_59,844
conv_668,user_989,John Smith,sQbrt@outlook.com,msg_3269,Need help,INBOX,2023-01-09 09:32:00,True,[None],True,True,45,page_54,693
conv_669,user_765,Bob Garcia,AElgN@yahoo.com,msg_3115,Hello,COMMENT,2023-12-04 22:57:00,True,['+9743107369'],False,True,59,page_93,899
conv_670,user_772,Bob Brown,DxYdG@yahoo.com,msg_5466,Hello,RATING,2023-07-31 00:40:00,False,[None],True,True,52,page_8,743
conv_671,user_626,Emily Brown,mKEUI@gmail.com,msg_5999,Need help,INBOX,2023-05-26 04:17:00,True,['+8953116473'],True,True,38,page_71,907
conv_672,user_549,Sophia Jones,sIKdJ@outlook.com,msg_6464,Inquiry,INBOX,2023-10-19 04:10:00,True,['+1277322719'],True,False,22,page_78,533
conv_673,user_171,John Jones,OtAHe@yahoo.com,msg_3574,Support request,RATING,2023-05-13 11:18:00,False,['+8911131809'],False,True,42,page_92,844
conv_674,user_573,Alice Miller,lsfPa@yahoo.com,msg_2680,Support request,INBOX,2023-09-07 23:29:00,True,[None],True,True,34,page_58,546
conv_675,user_660,Jane Miller,cXMwO@gmail.com,msg_2706,Hello,INBOX,2023-11-14 02:28:00,False,[None],True,False,76,page_37,761
conv_676,user_813,Bob Williams,EhLDH@gmail.com,msg_4098,Need help,RATING,2023-05-30 17:16:00,False,[None],True,True,97,page_89,18
conv_677,user_449,Bob Miller,Gflza@gmail.com,msg_219,Support request,INBOX,2023-02-02 05:31:00,False,[None],False,False,92,page_29,369
conv_678,user_107,David Miller,mAFOE@gmail.com,msg_3450,Need help,INBOX,2023-06-07 06:48:00,True,['+4633884144'],True,True,79,page_71,955
conv_679,user_833,Emily Garcia,uelMv@outlook.com,msg_6097,Hello,COMMENT,2023-04-11 17:11:00,False,['+6304503268'],True,False,55,page_8,260
conv_680,user_608,David Johnson,hDjKE@gmail.com,msg_1302,Feedback,COMMENT,2023-04-26 08:37:00,False,['+2698713294'],True,True,36,page_13,112
conv_681,user_613,Jane Garcia,DIHyX@yahoo.com,msg_6349,Support request,RATING,2023-10-01 16:45:00,True,['+2501556191'],True,False,15,page_89,768
conv_682,user_929,Sophia Davis,uTnAE@gmail.com,msg_3547,Inquiry,INBOX,2023-12-25 12:06:00,True,['+5998299946'],True,True,87,page_66,150
conv_683,user_879,David Brown,VaeoI@outlook.com,msg_2737,Need help,COMMENT,2023-09-08 19:42:00,True,['+4958249288'],True,True,71,page_80,666
conv_684,user_319,Emily Garcia,TOxRE@yahoo.com,msg_4822,Support request,INBOX,2023-11-27 09:56:00,False,[None],False,True,97,page_91,143
conv_685,user_26,Bob Williams,zmZML@outlook.com,msg_6917,Hello,RATING,2023-11-13 23:09:00,False,[None],True,True,99,page_91,146
conv_686,user_665,David Davis,KNFKD@outlook.com,msg_3247,Inquiry,COMMENT,2023-11-30 22:45:00,True,['+7091173896'],True,False,64,page_5,118
conv_687,user_631,John Brown,SHOlV@yahoo.com,msg_67,Feedback,COMMENT,2023-03-09 13:55:00,False,[None],False,True,45,page_11,276
conv_688,user_125,Jane Brown,eFsSt@gmail.com,msg_4436,Inquiry,COMMENT,2023-09-28 23:50:00,True,['+3424045965'],False,True,39,page_35,216
conv_689,user_60,David Garcia,HRpJX@outlook.com,msg_8748,Inquiry,INBOX,2023-05-14 11:55:00,True,['+8286642237'],True,True,50,page_38,237
conv_690,user_397,Sophia Garcia,Sfbur@yahoo.com,msg_9615,Hello,RATING,2023-11-20 15:10:00,True,[None],True,True,95,page_94,670
conv_691,user_109,David Davis,nbQfE@outlook.com,msg_1781,Inquiry,RATING,2023-11-08 18:29:00,False,['+6865848850'],False,False,24,page_11,543
conv_692,user_337,Emily Garcia,fTXgt@yahoo.com,msg_4024,Hello,INBOX,2023-09-03 03:03:00,False,['+6889163358'],True,True,83,page_50,460
conv_693,user_430,Sophia Smith,zHNku@outlook.com,msg_4393,Feedback,INBOX,2023-07-01 08:01:00,False,[None],False,False,30,page_91,881
conv_694,user_112,Jane Davis,sLgNB@outlook.com,msg_937,Inquiry,INBOX,2023-01-03 08:23:00,True,[None],True,False,12,page_56,802
conv_695,user_840,John Williams,lQFlS@yahoo.com,msg_8081,Inquiry,COMMENT,2023-07-14 21:42:00,False,['+5932960945'],False,False,3,page_26,14
conv_696,user_252,David Davis,Nxapd@outlook.com,msg_2209,Hello,RATING,2023-12-09 19:08:00,True,['+3778059784'],True,True,75,page_42,971
conv_697,user_282,Bob Johnson,SowCS@outlook.com,msg_4503,Support request,RATING,2023-12-13 17:44:00,False,[None],False,False,68,page_43,58
conv_698,user_213,John Smith,PUpzE@outlook.com,msg_4351,Hello,INBOX,2023-02-27 13:28:00,False,[None],True,True,62,page_46,292
conv_699,user_788,Charlie Davis,jLguZ@gmail.com,msg_2356,Need help,RATING,2023-10-23 17:17:00,False,[None],False,False,36,page_66,727
conv_700,user_142,Sophia Williams,aGISc@yahoo.com,msg_8774,Need help,RATING,2023-07-17 07:27:00,True,['+9605259193'],False,True,75,page_88,3
conv_701,user_346,Alice Brown,ekQIJ@outlook.com,msg_9141,Feedback,INBOX,2023-07-15 11:42:00,True,[None],False,True,32,page_41,509
conv_702,user_526,Bob Garcia,SDdfm@outlook.com,msg_9893,Need help,COMMENT,2023-12-02 04:08:00,True,['+6444733377'],True,False,68,page_63,573
conv_703,user_554,Charlie Miller,azUdZ@gmail.com,msg_4406,Hello,RATING,2023-07-04 21:52:00,False,[None],False,False,35,page_3,41
conv_704,user_59,Jane Williams,oFGnv@outlook.com,msg_6618,Need help,COMMENT,2023-06-19 03:12:00,True,['+1524027442'],False,True,50,page_53,19
conv_705,user_212,Charlie Brown,eOEjz@outlook.com,msg_7933,Hello,INBOX,2023-12-12 03:12:00,False,['+4794471253'],False,False,54,page_29,769
conv_706,user_148,Jane Brown,Xnvyf@yahoo.com,msg_7705,Feedback,COMMENT,2023-05-04 04:58:00,True,['+2114572490'],True,True,4,page_16,18
conv_707,user_230,Jane Smith,bwLax@gmail.com,msg_5648,Inquiry,INBOX,2023-03-27 12:02:00,True,[None],True,True,83,page_77,406
conv_708,user_156,Charlie Smith,hrdFS@outlook.com,msg_490,Hello,RATING,2023-06-01 06:45:00,True,['+1074503875'],True,True,50,page_80,19
conv_709,user_941,Charlie Brown,AwsPy@outlook.com,msg_5066,Support request,INBOX,2023-12-02 04:19:00,True,['+6503399883'],False,False,24,page_20,409
conv_710,user_381,David Williams,QoJpj@gmail.com,msg_664,Inquiry,INBOX,2023-09-14 19:17:00,True,['+2017867214'],False,False,53,page_39,823
conv_711,user_746,Sophia Davis,lwnuA@gmail.com,msg_9697,Support request,INBOX,2023-09-26 06:40:00,False,[None],False,True,96,page_19,867
conv_712,user_26,Alice Garcia,mGSpr@yahoo.com,msg_9737,Need help,INBOX,2023-07-16 06:13:00,False,[None],True,True,83,page_92,974
conv_713,user_427,David Davis,iFvUJ@yahoo.com,msg_2269,Need help,INBOX,2023-06-11 18:49:00,False,[None],False,False,25,page_25,79
conv_714,user_350,Alice Jones,SVMAF@outlook.com,msg_7860,Feedback,COMMENT,2023-08-15 21:03:00,True,['+9608337821'],False,True,4,page_70,553
conv_715,user_188,Alice Brown,dckSr@outlook.com,msg_9453,Inquiry,INBOX,2023-10-27 15:49:00,False,[None],True,True,71,page_44,995
conv_716,user_911,Emily Garcia,kfWNC@outlook.com,msg_4277,Support request,INBOX,2023-02-24 23:24:00,False,['+8395262422'],True,True,44,page_13,929
conv_717,user_165,Jane Garcia,zkgTF@yahoo.com,msg_5188,Need help,RATING,2023-10-23 17:09:00,False,[None],True,True,86,page_44,18
conv_718,user_64,John Davis,zUduu@gmail.com,msg_4088,Hello,INBOX,2023-06-15 00:29:00,False,['+1948564121'],True,False,100,page_95,451
conv_719,user_823,Emily Miller,nJOhV@outlook.com,msg_1530,Need help,INBOX,2023-04-13 06:28:00,True,[None],False,True,52,page_27,4
conv_720,user_71,Jane Brown,TPGHr@gmail.com,msg_8428,Feedback,INBOX,2023-07-26 02:15:00,False,['+8725573501'],True,True,1,page_62,829
conv_721,user_804,John Jones,TAEXS@yahoo.com,msg_7584,Hello,INBOX,2023-09-14 15:18:00,False,['+5530559888'],False,False,40,page_99,840
conv_722,user_753,Sophia Miller,igyru@gmail.com,msg_3824,Support request,COMMENT,2023-07-13 20:22:00,True,[None],True,True,34,page_30,647
conv_723,user_995,David Miller,VNwdw@outlook.com,msg_2125,Inquiry,INBOX,2023-12-02 19:49:00,False,[None],True,False,85,page_35,626
conv_724,user_815,Charlie Garcia,YfghR@gmail.com,msg_7164,Inquiry,INBOX,2023-12-28 09:19:00,False,['+7438394851'],True,False,33,page_49,642
conv_725,user_834,John Johnson,iWteJ@yahoo.com,msg_2217,Support request,RATING,2023-07-05 13:58:00,False,['+1698056432'],False,False,41,page_71,364
conv_726,user_526,Bob Davis,UyGQr@yahoo.com,msg_5254,Feedback,COMMENT,2023-09-14 02:26:00,False,['+9515044307'],False,False,53,page_30,831
conv_727,user_672,Sophia Miller,fjQFg@gmail.com,msg_3832,Support request,INBOX,2023-05-26 05:01:00,False,['+3470644922'],False,True,8,page_70,54
conv_728,user_584,David Jones,ajmXu@gmail.com,msg_9593,Feedback,COMMENT,2023-07-31 08:21:00,True,[None],True,False,84,page_10,34
